,product_name,generic_name,brands,categories
26199,Jus de Pomme,,"Sans marque,JFA,Jus de fruits d'Alsace","Aliments et boissons à base de végétaux,Boissons,Boissons à base de végétaux,Boissons aux fruits,Jus et nectars,Jus et nectars de fruits,Jus de fruits,Jus de fruits à base de concentré,Jus de pomme,Jus de pomme à base de concentré"
26200,Yaourt au lait entier vanille,"Yaourt au lait entier pasteurisé sucré aromatisé à la vanille, issu de l'agriculture biologique","Milbona,Biotrend","Produits laitiers,Yaourts,Yaourts aromatisés,Yaourts sucrés,Yaourts entiers"
26201,Terrine de Campagne (Ciboulette & Armagnac),Terrine de campagne,William Saurin,"Produits à tartiner,Produits à tartiner salés,Terrines,Terrines de campagne,Frais"
26202,Muffins Chocolat,,Viadélice,"Gâteaux au chocolat,Muffins,Gâteaux"
26203,Wafers hazelnut,,Feiny Biscuit,
26204,Noblissima Chocolat Noir,,"Gelatelli,Lidl",Glaces au chocolat
26205,Pizza Royale di Pierra,,Fiorini,"Pizzas royales,Pizzas surgelées"
26206,Saucisses de Strasbourg & coquillettes,,La Cuisine D'Océane,
26207,Yourt,,Carrefour,
26208,Miel de fleurs Rucher Billard,Miel de fleurs,Rucher Billard,"Miels,Miels de fleurs,Produits d'élevages,Produits de la ruche"
26209,Bisque de homard au Kari Gosse,,Groix & Nature,"Plats préparés,Soupes,Bisques de homard"
26210,Ail violet,,Peregrin Gold,Ail
26211,Choucroute royale au Riesling,,Casino,"Conserves,Plats préparés,Plats à base de viande,Plats préparés en conserve,Choucroutes,Plats à base de viande porcine,Choucroutes royales"
26212,Graines de chia,Graines de Chia (salvia hispanica) issues de l'agriculture biologique / Quinoa ?,Claire et Lucie,"en:plant-based-foods-and-beverages, en:plant-based-foods, en:cereals-and-potatoes, en:cereals-and-their-products, en:seeds, en:cereal-grains, en:chia"
26213,Saucisson sec pur porc,,"Suchel,la maison suchel,Brocéliande","Viandes,Charcuteries,Saucissons,Saucissons secs"
26214,Myrtille sauvagr,,Mes P'tites Recoltes,
26215,7 Funko,"Chaussons aux crevettes, sauce soja, recette vapeur",Picard,"Plats préparés,Plats cuisinés surgelés"
26216,Civilisation Américaine,,Sourire De Campagne - Union Des Eleveurs Bio,
26217,Confiture Myrtille Sauvage épépinée,,Les confitures de la creation,Confitures de myrtilles
26218,Galettes de céréales à la provençale ,,Picard,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Frozen foods,Veggie burger patties"
26219,Beurre Moulé Extra fin Doux,Beurre Moulé,Casino,"en:spreads, en:dairies, en:spreadable-fats, en:animal-fats, en:milkfat, en:butters, en:sweet-cream-butters, fr:beurres-moules, en:fats"
26220,Cassoulet,,Cora,"Plats préparés,Cassoulets,Plats préparés en conserve"
26221,Yopa! Pêche et fruits de la passion,"Recette au yaourt nature, sur lit de pêche et jus de fruit de la passion",Yoplait,"Produits laitiers,Yaourts,Yaourts aux fruits,Yaourts sur lit"
26222,Lait Noisettes entières,Chocolat supérieur au lait et aux noisettes entières,Auchan,"Snacks sucrés,Chocolats,Chocolats au lait"
26223,Hacendado,,Sardinillas,
26224,Olives Cocktail,,Tropico Apero,
26225,Snackbread,,Ryvita,Biscottes
26226,Petits pots Pomme d'Aquitaine Banane,,Babybio,
26227,Soupe Poulet Thaï,"Soupe fraîche au maïs doux, poulet et piment",New Covent Garden Soup Co,"Soupes réfrigérées,Soupes,Plats préparés réfrigérés,Potages,Plats préparés frais,Plats préparés à réchauffer au micro-ondes"
26228,Fillet de poulet rotis,,Volaé,
26229,Mini quiches lorraines,,Casino,Quiches lorraines
26230,Tortilla Wraps,,Leader Price,"Tortilla Wraps,en:Tortilla Wraps"
26231,Philadelphia Naturel,,Philadelphia,
26232,Cidre Cornouaille Reflets de France,Cidre Cornouaille,Reflets de France,"Boissons,Boissons alcoolisées,Cidres,Cidre Cornouaille"
26233,Barres de cereales enrobées de chocolat au lait noix de coco,,Casino,"Barres de céréales,Barres de céréales au chocolat"
26234,Porridge figue framboise,mélange d'avoine et de fruits déshydratés pour porridge,Bjorg,"en:plant-based-foods-and-beverages, en:plant-based-foods, en:breakfasts, en:cereals-and-potatoes, en:cereals-and-their-products, en:breakfast-cereals, en:flakes, en:cereal-flakes, en:oat-flakes"
26235,Le petit viennois jambon-beurre,Sandwich au jambon cuit supérieur et au beurre,"monop'daily,Monoprix","Sandwichs,Sandwichs garnis de charcuteries,Sandwichs au jambon,Sandwichs Jambon Beurre"
26236,Naturnes - Haricots vert dindonneau,Aliments pour bébés,Nestlé,"Aliments pour bébés,Dès 6 mois"
26237,"Bifidus brassé (Figue, Abricot, Mangue, Fraise) 8 Pots","Lait fermenté au bifidus, sucré, aux fruits ",Dia,"Frais,Produits laitiers,Desserts,Yaourts,Yaourts aux fruits,Yaourts brassés,Yaourts sucrés,Yaourts au Bifidus,Yaourts multifruits"
26238,Super Food Beeakfast - Mangue et noix de coco sechées,,Delhaize,
26239,Nouille chinoise crevette,,Mama,
26240,Cordons Bleus de Poulet,,Carrefour,"Plats préparés,Produits panés,Cordons bleus,Cordons bleus de poulet"
26241,Blanc de poulet cuit au bouillon x 4,Blanc de poulet cuit qualité supérieure traité en salaison,"Carrefour Discount,CMI (Carrefour Marchandises Internationales),Groupe Carrefour","Frais,Viandes,Charcuteries,Volailles,Poulets,Blancs de poulet,Charcuteries cuites"
26242,"Crème glacée Chocolat origine Pérou, recette artisanale",,Carrefour,
26243,6 Galettes de Polenta,Galettes de farine de maïs de fabrication artisanale.,"La Gastronomia di Angelo,Treo","Plant-based foods and beverages,Plant-based foods,Fresh foods,Meals,Microwave meals,Plant-based meals,Fresh meals,Polenta"
26244,"Sirop De Cerise Et Mûre U,",,U,en:beverages
26245,Nems aux Crevettes (4 Pièces),Nems aux crevettes avec 1 coupelle de sauce au nuoc mâm,U,"Frais,Plats préparés,Plats préparés frais,Cuisine asiatique,Nems,Nems aux crevettes"
26246,Sushi Mix,,Comptoir Sushi,"Frais,Plats préparés,Plats à base de poisson,Plats préparés frais,Sushi"
26247,Les moulinés légumes variés ,,Leader price,
26248,Soupe Légumes et Langoustines,,Liebig,
26249,Ratatouille,Ratatouille,La Vie Claire,"Plats préparés,Légumes préparés,Ratatouilles"
26250,Napolitain Le Gâteau Choco (format familial),Gâteau au chocolat et fourré au chocolat,LU,"Snacks sucrés,Biscuits et gâteaux,Desserts,Gâteaux,Gâteaux au chocolat"
26251,Boisson Riz Calcium,,Isola bio,"Produits laitiers,Laits"
26252,Oursons fruités gélifiés,confiserie gélifiée aux fruits,Pural,Bonbons gélifiés
26253,Auchan Baby Bols Repas Du Midi Leg Colin D'alaska 2x200g 8m,,Auchan,
26254,Confiture 4 fruits rouges ,,Lucien Georgelin,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Aliments à base de fruits et de légumes,Produits à tartiner,Petit-déjeuners,Fruits et produits dérivés,Pâtes à tartiner végétaux,Produits à tartiner sucrés,Confitures et marmelades,Confitures,Confitures de fruits,Confitures de fruits rouges,Confitures de fruits rouges mélanges"
26255,Taillefine Plus Saveur Vanille (0 % MG),Spécialité laitière aromatisée saveur vanille avec sucre et édulcorants,"Danone,Taillefine","Frais,Produits laitiers,Desserts,Yaourts,Yaourts aromatisés,Yaourts allégés en matière grasse,Yaourts sucrés,Yaourts vanille"
26256,Mélange asiatique,,"Sans marque,MG Europe",Biscuits apéritifs
26257,Jambon Supérieur Sans Couenne,Jambon Supérieur Sans Couenne - 6 tranches fines,U,"Viandes,Charcuteries,Jambons,Jambons blancs,Jambons avec couenne"
26258,Biscuit sésame saveur Vanille,,Gerblé,"en:sugary-snacks, en:biscuits-and-cakes, en:biscuits, en:diet-biscuits"
26259,Orange,,Valensina,
26260,Haricots Rouges,,La Vie Claire,Haricots rouges en conserve
26261,Sainte Maure,,Netto,
26262,Eau de source aromatisée Citron Citron Vert,Boisson à base d'eau de source aromatisée au citron citron vert,Auchan,"Boissons,Eaux,Boissons non sucrées,Eaux aromatisées"
26263,Assortiment de purées et spécialités de fruits,Assortiment de purées et spécialités de fruits,Carrefour,Compote de fruits
26264,Soda Mirinda Goût Citron,,Pepsico,en:beverages
26265,Lait 1/2 écrémé,Lait demi-écrémé stérilisé UHT,U,"Produits laitiers,Laits,Laits demi-écrémés,Laits UHT"
26266,400G Amandes Blanches Entieres Profruit,,Profruit,
26267,Calin + (0% M.G.),Fromage blanc à 0% de matière grasse,Yoplait,"Produits laitiers,Fromages,Fromages blancs"
26268,Coeur de Bouillon de Volaille,,Maggi,
26269,Sauce Crudites Nature,,Grand Jury,"Sauces salades,Sauces crudites"
26270,Tortilla española nature,,Te Gusta,"Fresh foods,Meals,Fresh meals,Spanish omelettes"
26271,Panisse a trancher,,Cereal Bio,
26272,Spécialité d'Orange Cuit au Chaudron,,Le Jardin de Corentin,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Aliments à base de fruits et de légumes,Produits à tartiner,Petit-déjeuners,Fruits et produits dérivés,Pâtes à tartiner végétaux,Produits à tartiner sucrés,Confitures et marmelades,Confitures,Confitures de fruits,Confitures d'agrumes,Confitures d'orange"
26273,10 oeufs,oeufs calibre moyen,Top budget,Oeufs
26274,Salade de poulet miel moutarde,,Vitakrone,"Salades composées,Plats préparés réfrigérés"
26275,Poulet rôti crudités,2 sandwiches au pain de mie complet garnis de poulet rôti et de crudités,Netto,"Sandwichs,Sandwichs à la volaille,Sandwichs au poulet"
26276,Délice de dinde fumé,"Filets de dinde féculés traités en salaison, fumés, cuits standard",Isla Délice,"Viandes,Volailles,Dindes,Blancs de dinde"
26277,Petits pains grilles froment 1 x,,Auchan,
26278,Muesli Pépites croustillantes aux Fraises,Pépites croustillantes de céréales avec des fraises lyophilisées,"Brin de Jour,Marque Repère","Aliments et boissons à base de végétaux,Aliments d'origine végétale,Petit-déjeuners,Céréales et pommes de terre,Céréales et dérivés,Céréales pour petit-déjeuner,Flocons,Flocons de céréales,Mélanges de flocons de céréales,Mueslis,Mueslis aux fruits"
26279,Saucisson au fenouil,,Les saveurs d'origine,Saucissons
26280,Yaourt à la confiture de fraises,yaourt sucré,Gerentes,Yaourts sur lit de fruits
26281,Jus de Pommes Pressées,,Innocent,"Aliments et boissons à base de végétaux,Boissons,Boissons à base de végétaux,Boissons aux fruits,Jus et nectars,Jus et nectars de fruits,Jus de fruits,Jus de pomme"
26282,Fresubin Jucy Drink,,Fresenius Kabi,en:beverages
26283,Maulbeeren (raw),,Floressance,
26284,Maxi mini,,Kinder,
26285,Jus de pomme douce de france,,Auchan,Jus de pomme
26286,Choco Sticks,Biscuits enrobés de chocolat au lait,Leader Price,"en:sugary-snacks, en:biscuits-and-cakes, en:biscuits, en:chocolate-biscuits"
26287,Tomato Puree,,Alajmo,
26288,Potage Gourmand Légumes au fromage fondu ,,"Régal Soupe,Marque Repère","Aliments et boissons à base de végétaux,Aliments d'origine végétale,Aliments à base de fruits et de légumes,Plats préparés,Soupes,Soupes de légumes"
26289,Choco Bonbon Caramel,Caramels fourrés confiseur liquide (18%) au chocolat et chocolat au lait du pays Alpin (5%),Milka,"Snacks sucrés,Confiseries,Bonbons,Caramels"
26290,Kinder surprise Astérix et Obélix, Bonbons au chocolat,"Kinder,Ferrero,Kinder surprise","Sugary snacks,Chocolates,Easter chocolates,Chocolate eggs"
26291,Feuilletes Au Fromage,,Thiriet,
26292,Pâtes Spécialité D'épeautre à L'épinard Bio,,Naturaline,
26293,"Sorbet plein fruit, mandarine",Sorbet à la mandarine,"Carte d'Or,Unilever","Sorbet à la mandarine,Sorbets"
26294,Chewing gum,,Hollywood,
26295,Brownie à Partager Chocolat Noisettes,Gâteau au chocolat et aux noisettes,Brossard,"Snacks sucrés,Biscuits et gâteaux,Desserts,Gâteaux,Gâteaux au chocolat"
26296,J'ai envie d'un... Wrap - Poulet Œuf Mimosa,"Galette de blé à la tomate garnie de blanc de poulet cuit supérieur, d'œuf mimosa et d'une sauce tomate.",Sodebo,"Sandwichs,Wrap,Plats préparés frais"
26297,Jambon supérieur (-25% de sel),Jambon cuit supérieur découenné dégraissé,Auchan,"Viandes,Charcuteries,Jambons,Méta-catégorie,Produits à teneur réduite en sel,Charcuteries à teneur réduite en sel,Jambons blancs,Jambons blancs à teneur réduite en sel"
26298,10 oeufs bio fermiers,,LOUE,oeuf
26299,Cocktail de noix nobles grillées et salées,Mélange de graines grillées et salées,Bénénuts,"Fruits à coque grillés,Fruits à coques décortiquées,Fruits à coques salés"
26300,Le bon végétal épinards et fromage,,Herta,
26301,Boite Cacahuettes Coco,,Koh kae,
26302,Plie Meuniere,,Bleu Vert,
26303,Salade de Poulet,,Chef Jérôme,"Produits à tartiner,Produits à tartiner salés"
26304,Choux Chinois Au Piment KIMCHI,,Wang,
26305,Palets Citron,,Biscuiterie moderne,
26306,Mousse De Foie,,U,
26307,"Compote D'abricots, 610 Grammes, Marque Materne",,Materne,
26308,Surprise,,Kinder,
26309,ciboulette,ciboulette,Les Crudettes,Ciboulette fraîche
26310,Jus Betteraves Rouges Lacto Fermente Tetra,,Voelkel,"en:non-sugared-beverages, en:beverages"
26311,Sauce Béchamel,,Bridelice,Sauces béchamel
26312,Lentilles Cuisinées au Curry,Lentilles vertes cuisinées aux légumes et au curry bio,"Jardin Bio,Léa Nature","Plats préparés à réchauffer au micro-ondes,Plats préparés d'origine végétale"
26313,Soupissime 8 légumes,Soupe concentrée,Knorr,Soupes déshydratées
26314,Jambon de Savoie 9 mois d'âge,Véritable jambon sec de Savoie,Reflets de France,"Viandes,Charcuteries,Jambons,Jambons crus,Jambons secs,Jambons de Savoie"
26315,Bouchees Aux Crevettes Xiu Mai,,Cock,
26316,Haricots verts surgelés ,haricots verts,Cuisine de France,haricots verts surgelés
26317,Yaourt au Lait de Brebis Nature,,Soignon,"Yaourts au lait de brebis,Yaourts natures,Yaourts entiers"
26318,Sirop de menthe verte,,La maison guiot,"Boissons,Sirops,Sirops aromatisés,Sirops de menthe,Boissons non sucrées,Sirop de menthe verte"
26319,Hépar,Eau minérale naturelle,"Hépar,Nestlé","en:waters, en:mineral-waters, en:natural-mineral-waters, en:non-sugared-beverages, en:beverages"
26320,Pizza Ravioles,,La Pizza Du Moulin,
26321,Miel de Poitou-Charentes crémeux,,Itinéraire des Saveurs,"Petit-déjeuners,Produits à tartiner,Produits à tartiner sucrés,Produits de la ruche,Produits d'élevages,Édulcorants,Miels,Miels français,Miels de Poitou-Charentes,Miels crémeux"
26322,Jordan's Country Crisp,Céréales complètes et 4 noix,Jordans,"Plant-based foods and beverages,Plant-based foods,Breakfasts,Cereals and potatoes,Cereals and their products,Breakfast cereals"
26323,Sorbet framboise,,Belle France,Sorbets
26324,Trio Jambon Beurre,Sandwich sur pain de mie complet garni au jambon cuit supérieur et au beurre,Casino,"Sandwichs,Sandwichs garnis de charcuteries,Sandwichs au jambon,Sandwichs Jambon Beurre"
26325,Milkshake,,"McEnnedy,Lidl","Milkshakes,Boissons lactées,boissons lactées au chocolat"
26326,Nuts and beans,,Hemas,
26327,8 crêpes sucrées,,Casino,"Crêpes,Crêpes sucrées"
26328,Beurre omega 3,,St Hubert,en:fats
26329,Les petits pousses au lait de coco,,"Alterfood,Les petits pousses",
26330,Caffé Americano,Café torréfié moulu,"Nescafé,Nescafé Dolce Gusto","Boissons,Boissons chaudes,Cafés,Café en dosettes,Boissons non sucrées,Café en dosettes compatible Nespresso"
26331,Chtilà Cola,Boisson rafraichissante aux extraits végétaux,"Brasserie des Sources,Chtila",Sodas au cola
26332,Jus d'Orange 100% pur jus,Pur jus d'orange traité à haute pression,Marché Franprix,"Boissons,Boissons à base de végétaux,Boissons aux fruits,Jus et nectars,Jus et nectars de fruits,Jus de fruits,Jus d'orange,Jus d'orange 100% pur jus"
26333,Thon Grillé Légumes En Ratatouille Et Pommes De Terre,,Carrefour,
26334,Crème dessert saveur pistache,Crème dessert saveur pistache au lait entier,Cora,"Produits laitiers,Desserts,Desserts lactés,Crèmes dessert"
26335,Gressins aux olives et graines de sésame,,Snatt's,
26336,Haricots blancs à la tomate,Haricots blancs à la tomate,Cora,"Haricots blancs en conserve,Haricots à la tomate"
26337,Huile Essentielle 25ML Noix De Coco,,Leader Price,
26338,Lijnzaad Gojibessen,,Linwoods,
26339,Caviar d'aubergine,Caviar d'aubergine,Bouton d'or,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Frais,Aliments à base de fruits et de légumes,Aliments à base de plantes frais,Légumes et dérivés,Légumes frais,Aubergines,Légumes cuisinés"
26340,Lentilles du Berry,Lentilles vertes du Berry cuisinées à la graisse d'oie,d'aucy,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Aliments à base de fruits et de légumes,Légumineuses et dérivés,Conserves,Légumineuses,Graines,Légumes et dérivés,Aliments à base de plantes en conserve,Graines de légumineuses,Légumes en conserve,Plats préparés,Légumes secs,Lentilles,Plats préparés en conserve,Lentilles préparées"
26341,Cocktail de fruits au sirop,,"Fruistar,Marque Repère",Cocktail de fruits au sirop
26342,Carotte Orange,,Gerblé,"Aliments et boissons à base de végétaux,Boissons,Boissons à base de végétaux,Jus et nectars,Vegetable-based foods and beverages,Boissons aux légumes,Jus de légumes,Jus de carotte,Boissons non sucrées"
26343,Pâturages Les Créations L'Incroyable Cœur Fondant chocolat les 2 pots de 90 g,,Paturages,
26344,Potabio à la tomate,potage instantané,"Nat ali,Nature et aliments","Produits déshydratés,Plats préparés,Produits lyophilisés à reconstituer,Soupes,Soupes déshydratées,Potage-deshydrate"
26345,Coca-Cola sans Caféine,Boisson rafraîchissante aux extraits de végétaux,Coca-Cola,"Boissons,Boissons gazeuses,Sodas,Sodas au cola,Boissons sucrées,Sodas au cola sans caféine"
26346,Pizza 4 fromages,Pizza,L'Italie Des pizzas,"Plats préparés,Pizzas tartes salées et quiches,Pizzas,Pizzas aux quatre fromages"
26347,Taboulé oriental aux 2 poivrons bio,,"Jardin Bio,Léa Nature","en:tabbouleh, en:eastern-tabbouleh"
26348,Brasse sucre de canne roux,,Mamie Nova,
26349,Ivoria Lait Praliné,Chocolat au lait fourrage (40%) au praliné aux éclats de noisette - Ivoria - 150 g,Ivoria,"Snacks sucrés,Chocolats,Chocolats au lait,Chocolats fourrés au praliné"
26350,Filets de limande du Nord meunière,"Filets de limande du Nord meunière sans arête, cuits à cœur réfrigérées",Atlantic,"Filets de limande,Filets de poissons,Plats préparés frais,Plats à base de poisson,Limandes"
26351,Boisson Nutritive Au Chocolat,,Feed,"en:non-sugared-beverages, en:beverages"
26352,Fromage à Tartiner Nature,,Cora,
26353,Riz Cantonnais,,Isami,
26354,Rillettes de la Sarthe,,,"Meats,Prepared meats,Rillettes,Potted meats,fr:Rillettes de viande rouge,fr:Rillettes de porc"
26355,Orange Manque & Goyave,,U,"Jus multifruits,Jus de fruit 100% pur jus"
26356,Crêpes bretonnes ,Crêpes au beurre,LeBreton,"Crêpes et galettes,Crêpes"
26357,Spaghetti cacio e pepe,Spaghetti sauce poivre-fromage - Surgelé,Picard,"Surgelés,Plats préparés,Plats préparés surgelés"
26358,Gresk Feta Pdo øko,,Kolios,
26359,Confitures de Myrtilles,,Grand Jury,
26360,Lentilles,,Nos Régions ont du talent,
26361,Biscovit Speltwafel (D),,Biscovit,
26362,Jambon sec,"Jambon sec de qualité supérieure, 7 mois d'affinage",Monoprix,"Viandes,Charcuteries,Jambons,Jambons crus,Jambons secs"
26363,Cafe en garins d'Amerique du sud,,U,
26364,Couronne queues crevettes décort.cuites sauce du soleil 190g,,Delpierre,
26365,Galette de legumes aux carottes,,Very Veg!,
26366,Les Galettes de Pont-Aven,"Fine galette de Bretagne sablée tout au beurre frais, à l'ancienne",Traou Mad,"Snacks sucrés,Biscuits et gâteaux,Desserts,Biscuits,Gâteaux,Sablés,Biscuits sablés,Gâteaux bretons,Biscuits au beurre,Biscuits secs"
26367,Vinaigre de cidre Bio Carrefour,Vinaigre de cidre Bio,"Carrefour Bio,Carrefour","en:vinegars,en:cider-vinegars,fr:vinaigre-de-cidre-bio"
26368,Aprikosen Entsteint,,Dm bio,
26369,Crêpes jambon champignon emmental Surgelées,,Casino,
26370,Coeur De Lion Pointe De Brie 200g +10% Gratuit,,Coeur De Lion,
26371,Jus multifruits,,Belle France,Jus multifruits
26372,Haché végétal prêt à l'emploi,Préparation végétale hachée à base de soja,Sojasun,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Frais,Légumineuses et dérivés,Graines,Légumineuses,Graines de légumineuses,Soja,Hachés végétaux,Préparations de soja cuisinées"
26373,"Blédichef Légumes, Pâtes et Cabillaud façon Beurre blanc",Aliment pour bébés,"Blédina,Danone","Aliments pour bébé,Plats principaux pour bébé,Assiettes pour bébé,Dès 24 mois"
26374,Taboulé au poulet,,U,Taboulés au poulet
26375,Croûtons nature croustillants,Croûtons,Tipiak,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Céréales et pommes de terre,Pains,Croûtons"
26376,Kaufland Biographie Vollkorn Penne Rigate,,Kaufland,
26377,"Préparation pour entremets au chocolat PLAISANCE BIO, 8 sachets",,Plaisance bio,
26378,Veritable pain craquant norvegien,,Sigdal,
26379,Yoghurt with muesli,,Bracamonte,
26380,Truite Fumée Eau Douce,,"Ronde des Mers,Marque Repère",Truites fumées
26381,Ma Soupe de Poissons au sel de Guérande,,L'île Bleue,"Conserves,Plats préparés,Soupes,Soupe de poissons"
26382,"Cancoillotte La Belle Toile Pot Bio , Käse",,Nature bio,
26383,Comte 8 Mois Portions Rivoire,,Rivoire-jacquemin,
26384,Haricots verts coupés extra-fins,,"Notre Jardin,marque repère",Haricots verts en conserve
26385,St-Ambroise Érable,,"McAuslan,Ô Canada",Bières
26386,Jus Orange Carotte banane,Jus Orange Carotte banane,"jafaden,marque repère","Jus de fruits,Boissons,Jus et nectars de fruits,Jus multifruits,Végétaux et dérivés"
26387,Flexi-frizz mix,,Lutti,Bonbons
26388,Sucrine,,Hoyamar,"légumes,salades"
26389,Velouté de potiron ,potage,Leader price,Soupes de légumes
26390,Pescanova Centros De Salmón,,Pescanova,
26391,"Reblochon De Savoie Au Lait Cru A O C, 450 Grammes, Marque Reflets De France",,Reflets de France,
26392,Palmito,Dessert feuilleté,LU,"Snacks sucrés,Biscuits et gâteaux,Biscuits,Palmiers"
26393,Olives noires dénoyautées,olives noires dénoyautées,U,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Conserves,Pickles,Produits de l'olivier,Pickles d'origine végétale,Olives,Olives dénoyautées,Olives noires,Olives noires dénoyautées"
26394,guylian chocolats belge artisanal,chocolats belge,guylian,"chocolats aux caramel,chocolats aux café chocolats praliné,,chocolats lait truffe,chocolats crunchy biscuit"
26395,Fusilli,,Panzani,Pâtes sèches
26396,Tomates cerise,,Casino,Tomates cerise
26397,8 Crêpes Sucrées,,"Chabrior,Intermarché",Crêpes
26398,Beaujolais nouveau 2015,vin rouge,Aujoux,"Vins rouges,Beaujolais nouveau"
26399,Actimel Goût Myrtille et Goût Framboise,,Danone,en:beverages
26400,Caraïbos Banane,Boisson à la banane,Caraibos,"Boissons,Boissons sucrées"
26401,King Snack,,BDG+,
26402,Muesli 4 céréales,,"Grillon d'Or,Griffon d'or","en:plant-based-foods-and-beverages, en:plant-based-foods, en:breakfasts, en:cereals-and-potatoes, en:cereals-and-their-products, en:breakfast-cereals, en:flakes, en:cereal-flakes, en:mixed-cereal-flakes, en:mueslis"
26403,Mini-cake éclats de chocolat,,Colibri,
26404,Thé Bio Earl Grey,,Clipper,
26405,4 coupes glacées Coco & Ananas,"Glace coco, décorée d'une sauce à l'ananas",Mucci,"Desserts,Surgelés,Desserts glacés,Glaces et sorbets,Glaces,Glaces à la noix de coco,Crèmes glacées"
26406,Pruneaux d'Agen mi-cuits pasteurisés,,Pruno'Délice,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Aliments à base de fruits et de légumes,Fruits et produits dérivés,Produits déshydratés,Aliments à base de plantes séchés,Fruits secs,Pruneaux,Pruneaux d'Agen"
26407,Flageolets verts extra fins,,Leader Price,Flageolets en conserve
26408,Pimelia Caramel a La Fleur De Sel,,Pimelia,
26409,Maxi Jambon cheddar,,U,"Sandwichs Jambon Fromage,Sandwichs au cheddar"
26410,Croûtons,Croûtons,Gastromer,Croûtons
26411,Granola 2x168g barre sable,,Lu,
26412,Sauce pour pâtes alimentaires Tomate Ricotta,Sauce tomate avec ricotta,D'Antelli,"Epicerie,Sauces,Sauces pour pâtes,Sauces tomate"
26413,Twinuts Mix,Cacahuètes enrobées de biscuit aromatisé,Bénenuts,Biscuits apéritifs
26414,Confiture fraise des bois,,Jardin de Lydie,Confitures de fraises
26415,Jambon cru fumé de la forêt noire,,Auchan,
26416,Lager,Bière blonde,,Bières blondes
26417,Douceur de courgettes au chèvre frais,soupe,"Knorr,Unilever","Plats préparés,Soupes,Veloutés"
26418,Faisselle Leader Price 1kg,,Leader Price,
26419,Soy & Oat,complément alimentaire riche en proteine,"Aptonia,decathlon",Dietary supplements
26420,9 Bar: Breakfast Almond & Raspberry - 50G,,9bar,
26421,Tarama aux œufs de cabillaud léger PROMO : 25%,,Blini,
26422,Epicerie / Epicerie Sucrée / Chocolat,,Bonneterre,
26423,"Huile d'Olive Vierge Extra, la verte Puissante (+ 33 % Gratuit)",Huile d'olive vierge extra,"Puget,Lesieur,Groupe Avril","Aliments et boissons à base de végétaux,Aliments d'origine végétale,Matières grasses,Produits de l'olivier,Matières grasses végétales,Huiles,Huiles d'olive,Huiles d'olive vierges extra,Huiles d'olive vierges"
26424,Muesli Crispy Light,,Chabrior,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Petit-déjeuners,Céréales et pommes de terre,Céréales et dérivés,Céréales pour petit-déjeuner,Flocons,Flocons de céréales,Mélanges de flocons de céréales,Mueslis,Mueslis croustillants"
26425,Velouté de Carottes,,Liebig,
26426,Tipain Nature,,Tipain,
26427,Eau de source de montagne de Valon,,Cora,"Boissons,Produits de montagne,Eaux,Boissons non sucrées,Eaux de sources,Eaux de montagne"
26428,Olives vertes au fromage dénoyautées,,Franprix,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Pickles,Produits de l'olivier,Pickles d'origine végétale,Olives,Olives vertes,Olives vertes dénoyautées,Olives vertes farcies"
26429,Mini Moelleaux au Citron,,Préférés d'Amandine,Gâteaux
26430,Croq' Soja,Galettes de tofu,Céréal Bio,fr:Galette de Soja
26431,LE VIENNOIS,DESSERT LACTE,NESTLE,Desserts lactés
26432,Piment d'Espelette,,La maison du piment,Piments d'Espelette
26433,Fire Roll,,"Food Empire Food Services,Food Empire","Plats préparés surgelés,Plats à base de poulet"
26434,Gourmand yaourt framboise,"Yaourt brassé sucré, aux fruits",Mamie Nova,"Yaourts brassés,Yaourts,Produits laitiers"
26435,LES GRAINES DU BOULANGER,,Primeal,en:fats
26436,Huile d'olive BIO,,CARAPELLI,Huiles d'olive
26437,Gaufres Patissières au Sucre,Gaufres saupoudrées de sucre,U,"Snacks sucrés,Biscuits et gâteaux,Desserts,Gaufres"
26438,Goûter Moelleux Tout Choco,Biscuit moelleux au cacao fourré au chocolat et aux pépites de chocolat,"Prince,LU","en:sugary-snacks, en:biscuits-and-cakes, en:desserts, en:biscuits, en:cakes, en:chocolate-cakes"
26439,80 X 26G Bags Soft Real Fruit Gums / Jellies Chewy Sweets At Half Price To Clear,,Kirkland,
26440,Touloumpakia,,Eridanous,
26441,Céleri rémoulade,,Terres de fraîcheur,
26442,Dessert de fruits Pomme Fraise,,Paquito,Compotes pommes fraise
26443,Abricots moelleux,abricots secs dénoyautés,Leclerc,fruits secs
26444,Pschent Sampler 2002,,Ivoria,
26445,Tassimo Carte Noire Cappuccino Coffee Pods 8S,,Tassimo,
